Temperatures,310->211/300->201
1.509447045859680092e-01,0.000000000000000000e+00
1.510838077564863879e-01,0.000000000000000000e+00
1.512230391176034305e-01,0.000000000000000000e+00
1.513623987874532784e-01,0.000000000000000000e+00
1.515018868842788746e-01,0.000000000000000000e+00
1.516415035264322142e-01,0.000000000000000000e+00
1.517812488323742603e-01,0.000000000000000000e+00
1.519211229206752500e-01,0.000000000000000000e+00
1.520611259100145551e-01,0.000000000000000000e+00
1.522012579191810711e-01,0.000000000000000000e+00
1.523415190670730501e-01,0.000000000000000000e+00
1.524819094726983515e-01,0.000000000000000000e+00
1.526224292551744965e-01,0.000000000000000000e+00
1.527630785337288077e-01,0.000000000000000000e+00
1.529038574276984641e-01,0.000000000000000000e+00
1.530447660565306123e-01,0.000000000000000000e+00
1.531858045397824775e-01,0.000000000000000000e+00
1.533269729971214745e-01,0.000000000000000000e+00
1.534682715483252913e-01,0.000000000000000000e+00
1.536097003132819716e-01,0.000000000000000000e+00
1.537512594119901099e-01,0.000000000000000000e+00
1.538929489645588233e-01,0.000000000000000000e+00
1.540347690912079182e-01,0.000000000000000000e+00
1.541767199122680010e-01,0.000000000000000000e+00
1.543188015481806175e-01,0.000000000000000000e+00
1.544610141194982245e-01,0.000000000000000000e+00
1.546033577468844122e-01,0.000000000000000000e+00
1.547458325511140154e-01,0.000000000000000000e+00
1.548884386530730572e-01,0.000000000000000000e+00
1.550311761737590555e-01,0.000000000000000000e+00
1.551740452342810217e-01,0.000000000000000000e+00
1.553170459558595451e-01,0.000000000000000000e+00
1.554601784598269310e-01,0.000000000000000000e+00
1.556034428676273118e-01,0.000000000000000000e+00
1.557468393008167584e-01,0.000000000000000000e+00
1.558903678810633076e-01,0.000000000000000000e+00
1.560340287301471562e-01,0.000000000000000000e+00
1.561778219699607173e-01,0.000000000000000000e+00
1.563217477225087304e-01,0.000000000000000000e+00
1.564658061099084285e-01,0.000000000000000000e+00
1.566099972543893992e-01,0.000000000000000000e+00
1.567543212782941953e-01,0.000000000000000000e+00
1.568987783040776962e-01,0.000000000000000000e+00
1.570433684543080799e-01,0.000000000000000000e+00
1.571880918516660175e-01,0.000000000000000000e+00
1.573329486189456727e-01,0.000000000000000000e+00
1.574779388790539802e-01,0.000000000000000000e+00
1.576230627550115337e-01,0.000000000000000000e+00
1.577683203699518644e-01,0.000000000000000000e+00
1.579137118471224122e-01,0.000000000000000000e+00
1.580592373098838044e-01,0.000000000000000000e+00
1.582048968817106605e-01,0.000000000000000000e+00
1.583506906861911478e-01,0.000000000000000000e+00
1.584966188470275927e-01,0.000000000000000000e+00
1.586426814880359804e-01,0.000000000000000000e+00
1.587888787331467599e-01,0.000000000000000000e+00
1.589352107064042341e-01,0.000000000000000000e+00
1.590816775319673360e-01,0.000000000000000000e+00
1.592282793341092129e-01,0.000000000000000000e+00
1.593750162372176427e-01,0.000000000000000000e+00
1.595218883657949505e-01,0.000000000000000000e+00
1.596688958444582584e-01,0.000000000000000000e+00
1.598160387979394859e-01,0.000000000000000000e+00
1.599633173510855433e-01,0.000000000000000000e+00
1.601107316288583604e-01,0.000000000000000000e+00
1.602582817563350526e-01,0.000000000000000000e+00
1.604059678587079762e-01,0.000000000000000000e+00
1.605537900612848401e-01,0.000000000000000000e+00
1.607017484894888992e-01,0.000000000000000000e+00
1.608498432688589275e-01,0.000000000000000000e+00
1.609980745250494394e-01,0.000000000000000000e+00
1.611464423838306903e-01,0.000000000000000000e+00
1.612949469710888706e-01,0.000000000000000000e+00
1.614435884128261611e-01,0.000000000000000000e+00
1.615923668351609277e-01,0.000000000000000000e+00
1.617412823643276931e-01,0.000000000000000000e+00
1.618903351266773039e-01,0.000000000000000000e+00
1.620395252486770965e-01,0.000000000000000000e+00
1.621888528569108978e-01,0.000000000000000000e+00
1.623383180780792745e-01,0.000000000000000000e+00
1.624879210389994222e-01,1.436867177948086605e+00
1.626376618666055540e-01,1.480068330947174493e+00
1.627875406879487341e-01,1.484488967910245760e+00
1.629375576301971829e-01,1.486170711217039253e+00
1.630877128206362769e-01,1.487056965883995385e+00
1.632380063866687436e-01,1.487604210130000437e+00
1.633884384558146330e-01,1.487975743136200846e+00
1.635390091557115955e-01,1.488244493534825574e+00
1.636897186141148819e-01,1.488447936030351526e+00
1.638405669588974267e-01,1.488607301417418149e+00
1.639915543180500423e-01,1.488735517498138705e+00
1.641426808196815579e-01,1.488840906536849529e+00
1.642939465920187081e-01,1.488929068455123739e+00
1.644453517634065498e-01,1.489003909839662132e+00
1.645968964623083508e-01,1.489068239013172423e+00
1.647485808173057009e-01,1.489124126640516632e+00
1.649004049570988173e-01,1.489173133007364536e+00
1.650523690105064056e-01,1.489216456144419665e+00
1.652044731064659655e-01,1.489255031194496981e+00
1.653567173740337626e-01,1.489289598772624679e+00
1.655091019423849952e-01,1.489320753049295787e+00
1.656616269408139608e-01,1.489348976243229261e+00
1.658142924987340283e-01,1.489374663803535448e+00
1.659670987456779156e-01,1.489398143087120596e+00
1.661200458112976341e-01,1.489419687410715065e+00
1.662731338253647106e-01,1.489439526760907517e+00
1.664263629177702986e-01,1.489457856054143159e+00
1.665797332185251500e-01,1.489474841576549524e+00
1.667332448577599213e-01,1.489490626054968070e+00
1.668868979657251728e-01,1.489505332686998029e+00
1.670406926727914798e-01,1.489519068371133015e+00
1.671946291094495440e-01,1.489531926316277843e+00
1.673487074063103874e-01,1.489543988165456856e+00
1.675029276941052692e-01,1.489555325736054980e+00
1.676572901036861574e-01,1.489566002455004590e+00
1.678117947660253129e-01,1.489576074549548990e+00
1.679664418122159553e-01,1.489585592040795436e+00
1.681212313734718466e-01,1.489594599577146239e+00
1.682761635811279854e-01,1.489603137136925159e+00
1.684312385666400791e-01,1.489611240623545774e+00
1.685864564615852934e-01,1.489618942371906840e+00
1.687418173976617530e-01,1.489626271581104389e+00
